Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,Yes,Travel_Rarely,243,Sales,1,1,Life Sciences,1,319,2,Male,94,4,1,Sales Representative,2,Married,16435,6491,1,Y,Yes,14,3,3,80,0,9,3,4,6,0,4,3
25,No,Non-Travel,205,Sales,9,3,Marketing,1,320,2,Male,71,2,3,Sales Executive,2,Married,5333,15105,4,Y,No,12,3,4,80,1,18,5,2,7,4,6,7
26,No,Travel_Rarely,1340,Research & Development,29,3,Life Sciences,1,321,2,Female,78,4,2,Laboratory Technician,3,Single,5467,25237,5,Y,No,11,3,1,80,1,13,5,3,5,5,3,3
25,Yes,Travel_Rarely,1434,Research & Development,29,2,Life Sciences,1,322,3,Female,97,2,3,Research Scientist,1,Single,7204,3182,2,Y,No,11,3,3,80,1,16,6,4,8,1,5,2
29,Yes,Travel_Rarely,209,Research & Development,5,3,Marketing,1,323,2,Male,38,3,1,Research Scientist,4,Married,1950,3586,4,Y,No,13,3,2,80,1,11,2,1,6,6,15,6
43,Yes,Travel_Rarely,638,Sales,1,3,Life Sciences,1,324,3,Male,37,4,3,Sales Representative,1,Single,2129,18110,1,Y,Yes,18,3,1,80,0,30,2,4,20,0,2,11
45,Yes,Travel_Rarely,1354,Human Resources,2,3,Medical,1,325,4,Female,87,2,5,Human Resources,1,Married,3763,12705,4,Y,Yes,17,3,3,80,0,14,6,3,0,0,8,0
54,No,Travel_Rarely,1037,Research & Development,19,3,Other,1,326,3,Female,83,3,1,Research Scientist,3,Single,2858,16969,1,Y,No,12,3,4,80,0,8,2,3,0,0,1,0
53,Yes,Travel_Rarely,728,Research & Development,21,2,Life Sciences,1,327,2,Female,77,4,1,Research Scientist,1,Married,4698,15999,6,Y,No,15,3,3,80,0,4,1,3,1,1,4,1
44,No,Non-Travel,1067,Research & Development,8,5,Life Sciences,1,328,3,Female,83,1,1,Research Scientist,4,Divorced,6576,7690,2,Y,No,19,3,3,80,0,22,4,3,8,1,6,2
46,No,Travel_Rarely,309,Research & Development,13,4,Life Sciences,1,329,4,Male,57,3,2,Manager,4,Married,11310,19831,2,Y,No,11,3,3,80,1,17,1,2,7,7,2,7
38,Yes,Travel_Rarely,803,Sales,12,1,Life Sciences,1,330,1,Male,95,2,2,Manager,3,Married,7995,20534,1,Y,No,14,3,3,80,0,15,2,1,15,2,2,2
41,Yes,Travel_Frequently,828,Research & Development,9,4,Life Sciences,1,331,1,Female,60,2,3,Research Director,4,Divorced,2706,16591,4,Y,Yes,16,4,2,80,2,10,2,4,9,0,10,0
54,Yes,Travel_Frequently,819,Research & Development,15,4,Life Sciences,1,332,3,Male,42,2,2,Laboratory Technician,4,Single,3924,3521,1,Y,Yes,15,3,3,80,2,16,6,1,4,3,0,4
40,Yes,Travel_Rarely,282,Sales,10,1,Medical,1,333,3,Male,88,4,2,Manager,2,Single,3333,17164,4,Y,Yes,18,3,2,80,1,33,0,4,33,2,1,7
47,Yes,Travel_Rarely,742,Sales,6,3,Life Sciences,1,334,2,Male,60,2,3,Sales Representative,4,Single,2670,2736,3,Y,No,11,3,3,80,1,9,6,2,2,2,4,0
28,No,Travel_Rarely,1102,Sales,2,3,Marketing,1,335,4,Female,62,1,2,Sales Representative,1,Married,2329,17070,2,Y,No,11,3,1,80,3,20,3,3,12,8,1,9
31,No,Travel_Rarely,1281,Sales,12,3,Technical Degree,1,336,3,Male,82,3,2,Manager,3,Single,13340,23401,3,Y,No,17,4,1,80,1,12,2,4,3,2,2,1
39,No,Non-Travel,1227,Research & Development,5,4,Marketing,1,337,4,Male,65,3,3,Laboratory Technician,3,Single,4946,7054,2,Y,No,11,3,3,80,3,18,4,2,7,1,0,1
38,Yes,Travel_Rarely,217,Research & Development,3,3,Medical,1,338,1,Female,98,3,3,Manager,4,Single,4296,25951,0,Y,No,17,4,3,80,0,14,6,4,9,0,2,9
31,Yes,Travel_Rarely,572,Research & Development,14,2,Life Sciences,1,339,4,Female,63,2,1,Laboratory Technician,1,Married,6571,19391,3,Y,No,16,3,3,80,2,8,2,3,7,3,2,3
58,Yes,Travel_Rarely,105,Sales,10,5,Marketing,1,340,1,Female,90,4,1,Manager,2,Married,6769,5963,1,Y,No,17,4,2,80,1,6,5,3,1,1,0,0
38,Yes,Travel_Rarely,299,Research & Development,24,2,Life Sciences,1,341,3,Male,89,3,1,Manager,3,Married,9617,8334,2,Y,No,13,3,3,80,0,12,3,3,4,1,0,1
33,No,Travel_Rarely,305,Research & Development,1,4,Life Sciences,1,342,3,Male,32,3,2,Laboratory Technician,2,Married,3145,18302,4,Y,No,16,4,4,80,3,16,2,3,5,0,1,5
38,No,Travel_Frequently,675,Sales,9,2,Technical Degree,1,343,3,Male,35,2,2,Sales Executive,4,Single,6258,16919,2,Y,No,11,3,4,80,3,15,6,3,13,2,4,0
37,Yes,Non-Travel,684,Research & Development,2,3,Life Sciences,1,344,4,Female,49,3,3,Research Director,3,Divorced,2844,14902,5,Y,Yes,13,3,3,80,1,12,5,4,4,4,0,3
38,No,Travel_Rarely,705,Research & Development,21,3,Life Sciences,1,345,1,Male,33,4,3,Laboratory Technician,2,Married,4384,20803,3,Y,No,15,3,1,80,3,18,5,2,17,1,1,4
22,Yes,Travel_Frequently,789,Research & Development,1,2,Technical Degree,1,346,3,Female,82,3,1,Research Director,1,Single,5084,11191,4,Y,No,11,3,3,80,0,14,2,2,4,3,0,1
48,No,Non-Travel,669,Research & Development,9,3,Other,1,347,2,Male,91,1,2,Manager,3,Single,5392,3086,0,Y,No,15,3,2,80,1,9,4,4,5,5,2,4
49,Yes,Travel_Rarely,680,Sales,14,2,Life Sciences,1,348,4,Male,67,2,2,Sales Executive,3,Divorced,5251,6685,3,Y,Yes,11,3,2,80,0,21,3,4,11,5,2,8
50,Yes,Travel_Rarely,1010,Research & Development,3,3,Life Sciences,1,349,1,Male,65,3,2,Laboratory Technician,1,Married,7951,22036,1,Y,Yes,15,3,2,80,0,7,4,3,6,1,4,2
39,Yes,Travel_Rarely,537,Research & Development,27,3,Medical,1,350,4,Female,63,4,3,Laboratory Technician,2,Married,3435,12656,0,Y,Yes,21,3,4,80,2,28,3,3,22,3,0,1
42,Yes,Travel_Rarely,164,Research & Development,17,1,Marketing,1,351,4,Female,35,1,4,Laboratory Technician,2,Single,5480,11518,2,Y,Yes,11,3,3,80,0,17,2,3,7,7,4,1
29,Yes,Travel_Rarely,654,Research & Development,3,4,Life Sciences,1,352,4,Female,95,3,1,Research Scientist,1,Married,3117,24630,1,Y,No,14,3,3,80,0,14,2,3,5,0,6,3
44,Yes,Non-Travel,844,Research & Development,1,2,Medical,1,353,1,Male,47,2,1,Manager,3,Married,19999,3420,1,Y,Yes,11,3,3,80,1,14,1,3,0,0,1,0
39,No,Travel_Rarely,276,Sales,3,2,Human Resources,1,354,3,Female,56,3,3,Sales Representative,4,Divorced,2842,16213,4,Y,No,12,3,2,80,0,11,1,4,3,1,1,1
32,No,Travel_Rarely,1028,Sales,2,3,Life Sciences,1,355,1,Female,68,3,2,Sales Representative,3,Married,3227,26304,1,Y,No,17,3,3,80,1,8,3,2,2,1,0,2
44,No,Travel_Rarely,710,Research & Development,19,3,Other,1,356,4,Male,80,4,1,Laboratory Technician,4,Single,8346,6106,2,Y,No,13,3,3,80,0,20,5,3,9,2,1,2
45,Yes,Travel_Rarely,1161,Sales,29,3,Human Resources,1,357,3,Female,48,2,1,Sales Representative,1,Single,3798,24072,1,Y,Yes,17,3,3,80,2,5,2,4,1,1,2,1
37,Yes,Travel_Frequently,1139,Research & Development,1,2,Life Sciences,1,358,3,Male,63,4,2,Laboratory Technician,3,Single,8348,14208,4,Y,No,16,3,4,80,0,15,3,3,1,0,0,1
40,No,Travel_Frequently,266,Human Resources,5,4,Marketing,1,359,4,Female,53,3,2,Human Resources,3,Married,5387,4814,3,Y,Yes,14,3,2,80,1,4,5,4,1,1,3,1
27,Yes,Travel_Rarely,1029,Research & Development,7,3,Life Sciences,1,360,1,Female,54,4,5,Research Director,3,Single,3858,20268,5,Y,Yes,11,3,4,80,0,11,1,3,0,0,1,0
48,No,Travel_Rarely,282,Research & Development,1,2,Marketing,1,361,3,Male,99,3,2,Manager,3,Married,3128,18887,5,Y,No,17,3,3,80,1,5,3,2,2,2,3,2
28,No,Non-Travel,1318,Research & Development,4,3,Technical Degree,1,362,2,Male,59,1,1,Research Director,4,Married,3061,20132,3,Y,No,16,3,3,80,0,29,2,4,15,5,0,2
30,Yes,Travel_Frequently,404,Research & Development,3,4,Life Sciences,1,363,4,Male,83,4,3,Laboratory Technician,3,Single,3883,25756,1,Y,Yes,11,3,3,80,1,19,2,3,10,1,4,3
37,Yes,Travel_Rarely,949,Research & Development,6,3,Marketing,1,364,4,Male,54,2,1,Research Scientist,1,Married,4426,7631,2,Y,No,11,3,4,80,0,16,1,3,9,9,2,0
47,No,Travel_Rarely,347,Human Resources,9,1,Technical Degree,1,365,4,Male,34,3,2,Human Resources,3,Married,2983,24300,2,Y,Yes,11,3,2,80,2,20,1,2,11,2,2,5
47,No,Travel_Rarely,1029,Research & Development,10,3,Life Sciences,1,366,4,Female,31,4,2,Research Scientist,4,Married,4602,24521,5,Y,No,11,4,3,80,0,14,5,4,2,2,2,0
36,No,Travel_Rarely,509,Human Resources,1,2,Life Sciences,1,367,2,Male,92,2,2,Human Resources,4,Divorced,2549,24323,5,Y,No,13,3,3,80,2,24,5,3,15,6,5,0
43,Yes,Non-Travel,115,Human Resources,15,3,Life Sciences,1,368,4,Male,83,3,3,Manager,3,Married,7735,7291,2,Y,No,11,3,2,80,0,14,1,2,1,1,2,1
21,Yes,Travel_Rarely,180,Sales,10,4,Medical,1,369,2,Female,67,4,1,Manager,3,Married,8676,22067,0,Y,Yes,12,3,1,80,0,11,4,3,2,0,0,2
30,No,Travel_Rarely,102,Sales,19,3,Human Resources,1,370,4,Male,46,4,4,Sales Representative,3,Divorced,3220,3163,4,Y,No,20,3,4,80,0,15,3,3,6,4,2,0
30,Yes,Travel_Rarely,1089,Sales,5,3,Technical Degree,1,371,4,Female,60,3,3,Manager,4,Married,3114,16193,4,Y,No,18,3,2,80,0,9,4,1,0,0,2,0
48,No,Travel_Rarely,888,Sales,20,4,Medical,1,372,1,Male,30,3,2,Sales Representative,4,Divorced,5468,8145,5,Y,Yes,12,3,2,80,1,9,0,3,9,9,0,6
42,No,Non-Travel,927,Sales,18,3,Medical,1,373,2,Female,35,3,1,Sales Representative,4,Married,10500,21150,2,Y,No,17,3,4,80,3,7,1,3,3,3,2,3
38,No,Travel_Rarely,748,Research & Development,5,3,Life Sciences,1,374,1,Male,99,3,2,Research Director,3,Married,11992,9789,1,Y,No,19,3,3,80,0,23,5,2,10,2,0,1
39,Yes,Travel_Rarely,567,Sales,4,2,Life Sciences,1,375,4,Female,65,3,2,Sales Representative,1,Married,2118,8488,1,Y,No,17,3,2,80,1,5,5,4,4,2,3,3
51,No,Travel_Rarely,596,Sales,24,3,Medical,1,376,1,Female,37,4,2,Sales Representative,4,Married,8989,6645,5,Y,No,16,3,3,80,1,13,4,2,1,1,3,1
35,No,Non-Travel,1240,Research & Development,11,3,Medical,1,377,3,Female,39,2,1,Research Scientist,4,Single,4736,19418,3,Y,Yes,18,3,3,80,0,19,3,2,9,1,2,4
25,No,Non-Travel,677,Sales,23,3,Medical,1,378,4,Male,53,2,4,Sales Representative,4,Divorced,4791,23847,2,Y,No,17,4,4,80,0,10,3,3,2,2,4,2
46,No,Travel_Rarely,1399,Research & Development,14,5,Human Resources,1,379,2,Male,92,3,1,Research Scientist,1,Married,6653,8209,0,Y,No,11,3,4,80,2,10,2,3,4,4,0,0
38,Yes,Travel_Rarely,809,Sales,8,4,Medical,1,380,3,Female,69,4,2,Sales Executive,3,Married,3682,9821,3,Y,Yes,14,4,4,80,0,9,2,4,0,0,1,0
45,No,Non-Travel,1431,Sales,1,4,Medical,1,381,3,Male,31,3,1,Sales Representative,2,Married,9490,26270,5,Y,No,13,4,2,80,2,13,2,2,6,0,0,2
36,Yes,Travel_Rarely,1449,Research & Development,3,3,Life Sciences,1,382,1,Male,49,4,1,Research Scientist,4,Married,11549,17201,3,Y,No,19,4,3,80,0,12,4,3,7,1,13,3
29,Yes,Travel_Frequently,704,Research & Development,29,3,Human Resources,1,383,4,Male,62,4,3,Research Director,2,Married,11810,4751,3,Y,No,12,4,1,80,1,11,2,1,3,1,0,3
40,No,Travel_Rarely,885,Research & Development,3,2,Marketing,1,384,2,Male,43,4,2,Manager,3,Married,1625,9221,1,Y,No,12,4,1,80,1,26,2,4,21,6,0,10
37,Yes,Travel_Rarely,499,Research & Development,1,2,Technical Degree,1,385,2,Male,83,4,1,Laboratory Technician,2,Single,4282,15258,2,Y,No,18,3,3,80,0,20,3,3,14,0,2,0
38,Yes,Travel_Rarely,492,Research & Development,11,4,Medical,1,386,3,Male,84,4,4,Research Scientist,1,Single,1538,13040,1,Y,Yes,15,3,1,80,0,14,0,3,8,6,1,0
51,No,Travel_Rarely,850,Sales,11,3,Medical,1,387,3,Male,66,4,3,Sales Representative,3,Divorced,3105,13771,4,Y,Yes,22,3,3,80,0,16,2,2,8,4,2,0
27,Yes,Travel_Rarely,1437,Sales,3,4,Medical,1,388,4,Male,35,3,3,Sales Representative,1,Divorced,1166,16714,4,Y,No,11,3,4,80,0,12,2,4,2,2,5,2
39,No,Travel_Rarely,115,Research & Development,3,2,Life Sciences,1,389,4,Male,62,1,4,Laboratory Technician,3,Single,6439,10946,1,Y,No,13,3,3,80,2,14,2,3,7,2,0,5
29,No,Travel_Rarely,1295,Research & Development,5,3,Marketing,1,390,3,Female,79,2,2,Research Scientist,4,Single,5605,8023,1,Y,No,19,3,1,80,0,13,4,4,1,1,3,1
18,No,Travel_Frequently,210,Human Resources,1,3,Other,1,391,2,Female,99,2,2,Manager,4,Single,3791,25096,1,Y,No,11,3,3,80,2,1,3,1,1,1,0,0
36,No,Travel_Rarely,144,Research & Development,14,3,Life Sciences,1,392,2,Male,80,1,2,Manager,2,Divorced,3057,5037,3,Y,No,19,4,4,80,0,40,1,3,40,5,4,8
37,No,Non-Travel,926,Research & Development,3,4,Life Sciences,1,393,2,Female,95,2,1,Manager,4,Single,5933,2399,4,Y,No,11,3,3,80,2,12,5,4,6,2,5,6
42,Yes,Travel_Frequently,459,Research & Development,17,5,Marketing,1,394,3,Female,90,4,2,Research Scientist,2,Single,2678,5035,3,Y,Yes,17,3,3,80,1,13,3,3,3,2,1,3
35,Yes,Travel_Rarely,576,Sales,14,1,Life Sciences,1,395,4,Female,57,3,4,Sales Representative,4,Single,2571,16944,2,Y,No,11,3,2,80,0,9,5,1,2,2,0,1
23,Yes,Travel_Rarely,1200,Human Resources,9,2,Medical,1,396,2,Female,73,3,2,Human Resources,4,Married,2388,18926,6,Y,No,15,3,1,80,3,12,3,4,6,0,4,0
29,Yes,Travel_Rarely,1432,Research & Development,3,2,Marketing,1,397,2,Male,41,4,4,Research Scientist,1,Divorced,4348,17220,3,Y,No,11,4,3,80,0,11,0,2,0,0,7,0
48,Yes,Travel_Frequently,606,Research & Development,6,3,Life Sciences,1,398,3,Female,86,3,2,Research Scientist,3,Married,3465,25926,3,Y,Yes,21,3,2,80,1,2,3,2,0,0,0,0
29,Yes,Travel_Rarely,936,Research & Development,5,3,Technical Degree,1,399,1,Female,55,2,3,Laboratory Technician,2,Single,3902,4888,3,Y,No,11,3,4,80,1,14,1,3,0,0,2,0
51,No,Travel_Rarely,998,Research & Development,3,4,Medical,1,400,3,Male,54,4,3,Research Director,4,Married,6721,17006,1,Y,No,12,3,3,80,0,7,1,3,4,1,8,4
46,Yes,Travel_Rarely,181,Sales,16,3,Technical Degree,1,401,3,Female,44,3,3,Sales Executive,3,Single,8760,19708,2,Y,Yes,16,3,3,80,3,17,1,4,6,1,3,1
34,Yes,Travel_Frequently,595,Human Resources,5,3,Marketing,1,402,3,Male,82,3,3,Manager,3,Single,11734,7592,1,Y,No,12,3,4,80,2,6,3,3,0,0,5,0
30,Yes,Travel_Rarely,1384,Research & Development,16,4,Technical Degree,1,403,2,Male,94,3,1,Research Director,3,Divorced,5095,18959,1,Y,No,17,3,4,80,2,15,1,3,8,0,0,3
46,No,Non-Travel,605,Research & Development,1,3,Life Sciences,1,404,4,Male,83,3,1,Research Scientist,4,Divorced,6054,18076,1,Y,No,12,3,3,80,3,7,2,3,1,1,0,0
34,Yes,Travel_Rarely,1453,Sales,1,3,Life Sciences,1,405,1,Female,68,4,5,Manager,4,Divorced,5504,8511,1,Y,No,12,3,4,80,1,13,5,3,8,0,1,2
23,Yes,Travel_Rarely,727,Research & Development,29,1,Life Sciences,1,406,4,Female,80,2,1,Research Director,3,Married,1799,8518,7,Y,Yes,14,4,4,80,0,36,3,4,28,0,1,2
42,Yes,Travel_Rarely,949,Research & Development,7,3,Medical,1,407,3,Male,49,4,2,Research Scientist,4,Single,3937,5162,2,Y,No,11,3,4,80,2,16,3,4,8,5,4,0
40,No,Travel_Rarely,212,Sales,6,3,Other,1,408,4,Male,93,2,2,Sales Executive,4,Married,3947,21905,1,Y,Yes,16,3,4,80,1,25,4,3,15,1,1,7
47,No,Travel_Rarely,642,Human Resources,6,3,Medical,1,409,3,Male,40,3,2,Human Resources,4,Single,3617,17838,2,Y,No,18,3,3,80,0,32,4,1,20,15,0,0
40,Yes,Travel_Rarely,885,Sales,2,4,Technical Degree,1,410,1,Male,81,4,3,Sales Representative,1,Single,4795,7147,5,Y,Yes,16,3,3,80,1,10,3,4,4,0,6,1
32,No,Travel_Rarely,348,Sales,11,4,Life Sciences,1,411,4,Female,83,4,3,Sales Representative,2,Single,4308,11446,2,Y,No,17,4,1,80,3,15,3,2,8,2,4,0
48,Yes,Non-Travel,1346,Human Resources,1,4,Life Sciences,1,412,3,Female,98,2,4,Human Resources,2,Divorced,2719,3286,2,Y,Yes,11,3,2,80,0,18,5,2,13,0,3,0
49,No,Travel_Rarely,708,Human Resources,7,3,Other,1,413,1,Female,36,2,2,Manager,3,Married,4488,26508,0,Y,Yes,13,4,1,80,2,3,1,2,3,1,0,1
39,No,Travel_Rarely,847,Research & Development,7,4,Medical,1,414,1,Female,41,3,2,Manager,1,Single,3349,25923,1,Y,No,14,3,1,80,1,2,1,2,2,2,0,0
37,No,Travel_Rarely,1440,Research & Development,22,3,Marketing,1,415,3,Female,31,1,4,Laboratory Technician,3,Single,1020,6419,0,Y,No,20,3,3,80,0,25,3,4,20,8,2,3
25,No,Travel_Rarely,1149,Research & Development,6,2,Life Sciences,1,416,3,Male,50,3,5,Research Director,3,Divorced,2125,3611,4,Y,No,12,3,1,80,2,10,4,3,9,0,2,0
31,No,Travel_Rarely,943,Sales,1,3,Other,1,417,4,Male,98,4,5,Sales Executive,3,Divorced,5184,4118,1,Y,Yes,11,3,4,80,3,14,1,4,1,1,0,1
43,No,Travel_Rarely,795,Sales,7,1,Medical,1,418,3,Male,65,3,3,Manager,3,Married,9462,16353,4,Y,No,11,3,4,80,0,11,2,2,4,4,0,0
31,No,Travel_Rarely,342,Research & Development,1,3,Marketing,1,419,3,Male,50,2,1,Laboratory Technician,1,Single,1145,19777,3,Y,No,12,3,1,80,0,11,1,3,11,0,1,0
23,No,Travel_Frequently,797,Research & Development,2,3,Life Sciences,1,420,4,Female,82,3,1,Laboratory Technician,4,Married,2915,22570,3,Y,No,11,3,2,80,1,17,3,4,5,0,1,1
60,No,Non-Travel,1477,Research & Development,1,5,Medical,1,421,3,Male,48,4,3,Research Director,4,Married,6366,25510,2,Y,No,18,3,4,80,2,8,2,4,7,7,0,7
23,Yes,Travel_Rarely,956,Research & Development,6,3,Other,1,422,2,Female,32,3,4,Manager,3,Divorced,8324,5817,5,Y,Yes,11,3,4,80,0,16,1,4,9,9,2,4
57,No,Travel_Rarely,454,Sales,1,4,Technical Degree,1,423,4,Male,89,3,3,Manager,4,Single,3819,16631,3,Y,Yes,16,3,4,80,0,17,3,2,6,6,0,5
34,No,Travel_Rarely,1475,Research & Development,5,2,Life Sciences,1,424,1,Female,63,3,2,Manager,1,Married,3262,13005,3,Y,No,11,3,4,80,1,10,4,4,5,5,0,0
36,Yes,Travel_Rarely,195,Sales,24,2,Life Sciences,1,425,2,Male,58,2,3,Manager,4,Single,10217,19563,3,Y,No,20,3,4,80,1,20,0,3,9,4,0,7
30,No,Travel_Rarely,1452,Research & Development,11,3,Medical,1,426,3,Male,86,3,2,Research Scientist,1,Married,7924,21682,5,Y,No,14,3,3,80,0,18,1,3,9,1,3,0
44,No,Travel_Rarely,154,Research & Development,1,3,Life Sciences,1,427,3,Female,69,3,2,Manager,3,Single,8226,12453,0,Y,No,13,3,2,80,2,7,0,3,6,0,1,0
24,No,Travel_Rarely,471,Research & Development,2,1,Marketing,1,428,1,Female,79,3,2,Laboratory Technician,2,Divorced,3711,4953,1,Y,No,16,3,4,80,3,4,1,3,3,0,5,3
20,No,Travel_Rarely,1219,Research & Development,10,2,Life Sciences,1,429,1,Female,48,3,4,Laboratory Technician,3,Single,9587,11466,3,Y,No,11,3,2,80,3,13,2,4,3,3,0,1
51,Yes,Travel_Rarely,711,Sales,20,3,Life Sciences,1,430,3,Female,51,3,1,Sales Executive,2,Married,1529,7502,3,Y,No,17,3,4,80,0,37,2,3,24,6,0,16
29,No,Travel_Rarely,731,Sales,1,3,Medical,1,431,4,Male,80,3,2,Sales Representative,3,Married,9688,26500,1,Y,No,13,4,3,80,3,6,2,1,0,0,4,0
43,Yes,Travel_Frequently,1415,Research & Development,15,4,Medical,1,432,3,Male,78,2,2,Laboratory Technician,2,Divorced,4722,23953,0,Y,Yes,12,4,4,80,1,6,3,3,2,2,1,2
27,Yes,Travel_Rarely,459,Research & Development,7,3,Marketing,1,433,3,Female,81,4,3,Manager,4,Married,5310,25439,3,Y,Yes,14,4,2,80,0,8,3,3,4,4,0,3
43,No,Travel_Rarely,162,Sales,7,2,Human Resources,1,434,2,Male,51,3,2,Sales Representative,3,Single,2787,16303,2,Y,No,11,3,3,80,1,19,4,2,12,12,1,3
52,Yes,Non-Travel,1377,Sales,28,4,Life Sciences,1,435,2,Female,91,1,4,Sales Executive,2,Single,1655,22008,3,Y,No,14,3,3,80,0,12,3,2,1,1,1,0
32,No,Travel_Rarely,861,Research & Development,12,2,Marketing,1,436,1,Male,89,1,1,Manager,2,Married,5242,22056,1,Y,Yes,16,3,4,80,1,13,0,2,2,2,2,1
19,Yes,Travel_Frequently,877,Sales,17,4,Life Sciences,1,437,2,Male,36,3,1,Manager,4,Married,6842,17727,1,Y,Yes,11,3,2,80,1,6,5,3,0,0,0,0
52,No,Travel_Frequently,667,Research & Development,3,4,Medical,1,438,3,Male,82,3,3,Research Scientist,2,Single,7492,11887,1,Y,No,18,3,4,80,2,19,3,4,8,1,0,1
45,Yes,Travel_Rarely,1306,Research & Development,7,5,Life Sciences,1,439,2,Female,60,2,2,Manager,3,Divorced,7022,20753,2,Y,No,17,3,4,80,0,14,6,2,1,1,1,1
32,Yes,Non-Travel,1273,Sales,8,3,Life Sciences,1,440,1,Female,33,1,1,Manager,3,Single,6129,23003,3,Y,No,11,3,4,80,1,11,3,3,3,3,2,3
35,No,Travel_Rarely,1171,Sales,3,3,Life Sciences,1,441,3,Female,36,2,2,Sales Executive,2,Divorced,2823,2238,3,Y,No,11,3,4,80,0,7,2,4,4,0,0,1
27,Yes,Travel_Rarely,1243,Human Resources,7,3,Life Sciences,1,442,4,Male,32,4,3,Human Resources,2,Single,7789,4302,2,Y,No,18,3,3,80,3,24,4,1,15,0,0,3
49,No,Travel_Rarely,1218,Research & Development,2,3,Other,1,443,4,Male,54,3,1,Research Scientist,3,Single,2640,10574,3,Y,No,17,3,2,80,1,6,2,4,3,3,3,3
32,No,Travel_Rarely,1338,Research & Development,1,3,Marketing,1,444,3,Female,63,3,2,Research Scientist,2,Single,9549,7565,3,Y,No,17,3,2,80,0,2,5,3,1,1,4,0
24,Yes,Travel_Rarely,255,Research & Development,4,3,Human Resources,1,445,1,Male,62,4,3,Research Director,2,Married,4673,22657,2,Y,No,11,4,4,80,0,7,3,4,5,5,0,0
38,Yes,Travel_Rarely,580,Human Resources,12,4,Medical,1,446,4,Male,67,3,2,Manager,1,Single,4767,2627,2,Y,Yes,21,3,4,80,1,23,3,1,23,1,13,2
29,Yes,Travel_Rarely,1017,Human Resources,22,1,Life Sciences,1,447,1,Male,33,3,1,Manager,2,Married,8263,8362,3,Y,No,12,3,2,80,1,6,0,2,6,0,1,1
27,No,Travel_Rarely,379,Research & Development,5,4,Life Sciences,1,448,3,Male,77,3,2,Manager,2,Married,8963,2274,3,Y,No,15,3,3,80,1,34,2,2,28,1,2,5
33,No,Travel_Rarely,1438,Research & Development,9,4,Life Sciences,1,449,4,Male,90,3,3,Manager,4,Single,7803,5126,5,Y,No,15,3,3,80,0,25,4,3,12,0,2,0
37,No,Travel_Rarely,542,Sales,1,3,Life Sciences,1,450,3,Female,94,2,1,Sales Executive,3,Divorced,3004,16859,5,Y,Yes,20,3,2,80,1,13,2,4,0,0,1,0
24,No,Travel_Frequently,717,Research & Development,21,3,Medical,1,451,4,Female,90,3,3,Research Director,4,Divorced,7766,13176,4,Y,Yes,15,3,3,80,0,11,3,1,7,7,2,0
49,Yes,Travel_Rarely,1279,Research & Development,7,3,Medical,1,452,4,Male,30,1,3,Research Director,1,Married,3014,14751,1,Y,No,16,3,2,80,1,4,3,3,2,1,2,2
43,Yes,Travel_Rarely,958,Research & Development,13,5,Life Sciences,1,453,3,Male,35,2,2,Manager,1,Divorced,7885,3023,5,Y,Yes,14,3,1,80,3,11,2,2,5,2,4,3
33,Yes,Travel_Frequently,256,Human Resources,14,1,Life Sciences,1,454,2,Female,50,2,4,Manager,4,Single,2089,10057,2,Y,No,11,3,3,80,1,15,2,4,2,0,3,0
28,No,Travel_Rarely,983,Sales,2,3,Life Sciences,1,455,4,Male,96,3,2,Sales Executive,3,Single,4646,6608,3,Y,No,11,3,3,80,0,4,6,4,3,1,1,0
36,No,Travel_Rarely,905,Research & Development,6,3,Life Sciences,1,456,2,Female,57,4,1,Research Scientist,1,Married,3003,19441,2,Y,No,15,3,1,80,3,19,6,3,17,6,0,6
45,No,Travel_Rarely,415,Sales,29,5,Life Sciences,1,457,4,Male,95,3,3,Manager,3,Divorced,8283,9014,9,Y,No,11,4,3,80,0,1,1,2,1,1,0,1
43,No,Travel_Rarely,695,Research & Development,1,4,Marketing,1,458,2,Male,56,4,2,Research Director,3,Married,9595,21827,4,Y,No,16,3,2,80,1,21,3,3,14,5,3,1
46,No,Non-Travel,124,Sales,10,3,Life Sciences,1,459,1,Female,61,3,2,Sales Executive,4,Single,5538,9478,3,Y,No,15,4,1,80,1,1,4,2,0,0,1,0
32,Yes,Travel_Rarely,749,Sales,29,1,Marketing,1,460,4,Female,41,3,2,Sales Representative,1,Married,5429,5250,3,Y,Yes,15,3,1,80,0,14,2,2,0,0,10,0
18,No,Travel_Rarely,1431,Sales,3,3,Life Sciences,1,461,1,Male,94,2,2,Manager,3,Single,7498,4934,5,Y,Yes,11,3,1,80,0,19,2,3,13,2,0,0
48,No,Travel_Rarely,702,Research & Development,17,2,Life Sciences,1,462,4,Male,75,4,2,Laboratory Technician,4,Single,9630,9598,4,Y,No,18,3,2,80,0,16,2,4,6,1,0,4
